0,-1.9508,0.4,-0,0.48,-2.0944
-0.0039368,-1.92,0.38616,-0.0056252,0.47332,-2.0951
-0.0076672,-1.8892,0.37183,-0.011264,0.46671,-2.0959
-0.011293,-1.8585,0.35702,-0.016952,0.46014,-2.0967
-0.014818,-1.8277,0.34172,-0.022697,0.45362,-2.0975
-0.018245,-1.7971,0.32595,-0.028509,0.44714,-2.0984
-0.021579,-1.7664,0.30971,-0.034394,0.44071,-2.0993
-0.024823,-1.7359,0.293,-0.04036,0.43432,-2.1002
-0.02798,-1.7053,0.27584,-0.046414,0.42797,-2.1011
-0.031054,-1.6749,0.25823,-0.052564,0.42166,-2.102
-0.034048,-1.6445,0.24017,-0.058817,0.41538,-2.103
-0.033966,-1.6446,0.24029,-0.058777,0.41541,-2.103
-0.034045,-1.6426,0.2393,-0.059147,0.41503,-2.1031
-0.033974,-1.6409,0.23808,-0.059529,0.41464,-2.1031
-0.033971,-1.6386,0.23675,-0.059977,0.41418,-2.1032
-0.033949,-1.6366,0.23575,-0.060344,0.4138,-2.1033
-0.03397,-1.6344,0.2347,-0.060737,0.4134,-2.1034
-0.033957,-1.6328,0.2339,-0.061033,0.4131,-2.1034
-0.033991,-1.6308,0.23297,-0.061394,0.41273,-2.1035
-0.033961,-1.6287,0.23193,-0.061775,0.41234,-2.1036
-0.033907,-1.6265,0.23088,-0.062168,0.41193,-2.1037
-0.033883,-1.625,0.23027,-0.062419,0.41167,-2.1037
-0.033907,-1.6228,0.22904,-0.062849,0.41124,-2.1038
-0.033948,-1.6206,0.22784,-0.063271,0.41082,-2.1039
-0.03393,-1.6184,0.2266,-0.063708,0.41038,-2.104
-0.033899,-1.6163,0.22564,-0.064073,0.41001,-2.104
-0.033914,-1.6145,0.22446,-0.064462,0.40962,-2.1041
-0.033915,-1.6125,0.22357,-0.06481,0.40927,-2.1042
-0.03394,-1.6103,0.22235,-0.065242,0.40884,-2.1043
-0.033953,-1.6082,0.22127,-0.065633,0.40845,-2.1043
-0.033964,-1.6064,0.22012,-0.066015,0.40807,-2.1044
-0.033996,-1.6044,0.21927,-0.06636,0.40773,-2.1045
-0.034029,-1.6022,0.21807,-0.066792,0.4073,-2.1045
-0.034023,-1.6,0.21687,-0.067218,0.40688,-2.1046
-0.034018,-1.5984,0.21612,-0.067506,0.40659,-2.1047
-0.034072,-1.5963,0.21493,-0.067934,0.40617,-2.1048
-0.034079,-1.5941,0.21373,-0.06836,0.40575,-2.1048
-0.034021,-1.5919,0.21255,-0.068779,0.40534,-2.1049
-0.033929,-1.5904,0.21176,-0.06907,0.40505,-2.105
-0.033925,-1.5883,0.21062,-0.069471,0.40465,-2.1051
-0.03392,-1.5863,0.20964,-0.069847,0.40428,-2.1051
-0.03387,-1.5845,0.20844,-0.07024,0.4039,-2.1052
-0.033855,-1.5825,0.20747,-0.070607,0.40354,-2.1053
-0.033896,-1.5803,0.20618,-0.071057,0.4031,-2.1054
-0.033926,-1.5784,0.20523,-0.071417,0.40275,-2.1054
-0.034034,-1.5762,0.20397,-0.071866,0.40233,-2.1055
-0.034004,-1.5746,0.20311,-0.072176,0.40202,-2.1056
-0.03405,-1.5726,0.20206,-0.072565,0.40165,-2.1057
-0.034061,-1.5706,0.20112,-0.07293,0.4013,-2.1057
-0.034104,-1.5684,0.1998,-0.07339,0.40086,-2.1058
-0.03403,-1.5667,0.1989,-0.073713,0.40054,-2.1059
-0.034061,-1.5645,0.19764,-0.074156,0.40012,-2.106
-0.034052,-1.5626,0.19663,-0.074528,0.39976,-2.106
-0.034053,-1.5604,0.19544,-0.07496,0.39935,-2.1061
-0.033975,-1.559,0.19475,-0.075228,0.39909,-2.1062
-0.03409,-1.5567,0.19334,-0.075718,0.39863,-2.1063
-0.034114,-1.5546,0.19232,-0.076106,0.39826,-2.1063
-0.034177,-1.5524,0.19098,-0.076574,0.39782,-2.1064
-0.034213,-1.5507,0.1901,-0.076903,0.39751,-2.1065
-0.034314,-1.5485,0.18888,-0.077346,0.3971,-2.1065
-0.034351,-1.5463,0.18756,-0.077806,0.39667,-2.1066
-0.034342,-1.5447,0.18689,-0.078087,0.3964,-2.1067
-0.03433,-1.5424,0.18545,-0.078581,0.39594,-2.1068
-0.034341,-1.5404,0.18441,-0.078974,0.39557,-2.1069
-0.034402,-1.538,0.18295,-0.079477,0.3951,-2.1069
-0.034446,-1.5365,0.18206,-0.079797,0.3948,-2.107
-0.03445,-1.5342,0.18078,-0.080259,0.39437,-2.1071
-0.034472,-1.532,0.17955,-0.080706,0.39396,-2.1072
-0.034519,-1.5298,0.1783,-0.081157,0.39354,-2.1073
-0.034502,-1.5281,0.17733,-0.081508,0.39321,-2.1073
-0.034554,-1.526,0.17602,-0.081968,0.39279,-2.1074
-0.034513,-1.5238,0.17492,-0.082387,0.3924,-2.1075
-0.034497,-1.5215,0.17364,-0.082848,0.39198,-2.1076
-0.034564,-1.5198,0.17259,-0.083216,0.39164,-2.1076
-0.034539,-1.5177,0.17145,-0.083642,0.39125,-2.1077
-0.034591,-1.5155,0.17012,-0.084114,0.39082,-2.1078
-0.034566,-1.5139,0.1693,-0.084425,0.39053,-2.1079
-0.034609,-1.5118,0.1681,-0.084858,0.39014,-2.1079
-0.034676,-1.5096,0.16683,-0.085317,0.38972,-2.108
-0.029155,-1.5187,0.19259,-0.13548,0.34881,-2.0772
-0.029594,-1.5163,0.19122,-0.13599,0.34841,-2.0772
-0.029608,-1.5146,0.19026,-0.13637,0.34812,-2.0773
-0.029698,-1.5124,0.18901,-0.13685,0.34775,-2.0774
-0.029665,-1.5102,0.18764,-0.13736,0.34735,-2.0775
-0.028857,-1.5133,0.19864,-0.14953,0.32725,-2.07
-0.028963,-1.5115,0.19762,-0.14992,0.32697,-2.0701
-0.029107,-1.5093,0.19629,-0.15042,0.32661,-2.0702
-0.0485,-1.5101,0.19423,3.1416,-0.40482,0.45352
-0.048576,-1.5076,0.19248,3.1416,-0.40421,0.45763
-0.048645,-1.5051,0.19082,3.1416,-0.40365,0.46109
-0.048555,-1.5069,0.19791,3.1403,-0.38882,0.46766
