1.6414,-0.18391,1.0777
1.6431,-0.18407,1.0765
1.6445,-0.18409,1.076
1.6464,-0.18424,1.075
1.648,-0.18437,1.0738
1.6497,-0.18455,1.0724
1.6509,-0.18467,1.0714
1.6525,-0.18485,1.07
1.6541,-0.18494,1.0687
1.6558,-0.185,1.0673
1.6569,-0.1851,1.0661
1.6586,-0.18525,1.065
1.6603,-0.18548,1.0639
1.6621,-0.18561,1.0627
1.6637,-0.18572,1.0613
1.6651,-0.18588,1.0606
1.6667,-0.18603,1.0592
1.6684,-0.18621,1.058
1.67,-0.18639,1.0568
1.6714,-0.18655,1.0561
1.673,-0.18675,1.0546
1.6747,-0.18694,1.0533
1.6764,-0.18709,1.0521
1.6776,-0.18723,1.051
1.6793,-0.18744,1.0498
1.681,-0.18761,1.0486
1.6827,-0.18767,1.0474
1.6839,-0.18766,1.0464
1.6855,-0.18777,1.0453
1.6871,-0.18791,1.0439
1.6885,-0.18796,1.0432
1.6901,-0.18808,1.0419
1.6918,-0.18829,1.0408
1.6933,-0.1885,1.0395
1.695,-0.18882,1.0383
1.6962,-0.18892,1.0374
1.6978,-0.18912,1.0361
1.6993,-0.18928,1.0347
1.701,-0.18949,1.0336
1.7023,-0.18952,1.0326
1.704,-0.1897,1.0315
1.7055,-0.18984,1.0303
1.7072,-0.18998,1.029
1.7083,-0.18999,1.0279
1.7101,-0.1903,1.0268
1.7117,-0.19051,1.0254
1.7134,-0.19076,1.0243
1.7147,-0.19098,1.0232
1.7164,-0.19128,1.0219
1.7181,-0.1915,1.0208
1.7193,-0.19164,1.0195
1.7211,-0.19173,1.0184
1.7227,-0.19192,1.017
1.7245,-0.19217,1.0159
1.7257,-0.19241,1.015
1.7275,-0.19254,1.0137
1.7292,-0.19274,1.0124
1.7309,-0.19298,1.0111
1.7322,-0.1931,1.0101
1.7339,-0.19332,1.009
1.7356,-0.19341,1.0075
1.7373,-0.19353,1.0062
1.7386,-0.1938,1.0053
1.7403,-0.19389,1.0039
1.742,-0.19413,1.0027
1.7432,-0.19424,1.0016
1.7448,-0.19443,1.0004
1.7465,-0.1947,0.99912
1.7482,-0.19485,0.998
1.7498,-0.19503,0.99645
1.751,-0.19519,0.99548
1.7527,-0.19545,0.99415
1.7544,-0.19552,0.99304
1.7562,-0.19548,0.99188
1.7575,-0.19536,0.99082
1.7592,-0.19571,0.98957
1.7609,-0.19616,0.98822
1.7627,-0.19649,0.9869
1.7645,-0.19668,0.9855
1.7658,-0.19675,0.98464
