1.731074,0.119272,0.834307
1.731313,0.119469,0.834303
1.731534,0.119651,0.834315
1.731663,0.119757,0.834413
1.731802,0.119872,0.834506
1.731941,0.119987,0.834599
1.732094,0.120112,0.834678
1.732207,0.120205,0.834798
1.732302,0.120283,0.834918
1.732434,0.120392,0.835029
1.732594,0.120524,0.835090
1.732703,0.120614,0.835219
1.732832,0.120720,0.835317
1.733019,0.120874,0.835373
1.733199,0.121022,0.835426
1.733329,0.121130,0.835530
1.733467,0.121243,0.835616
1.733649,0.121393,0.835675
1.733817,0.121532,0.835748
1.733948,0.121639,0.835852
1.734077,0.121746,0.835949
1.734203,0.121849,0.836056
1.734352,0.121972,0.836144
1.734490,0.122086,0.836230
1.734658,0.122224,0.836303
1.734855,0.122387,0.836355
1.734943,0.122460,0.836493
1.735042,0.122541,0.836626
1.735242,0.122706,0.836670
1.735431,0.122861,0.836711
1.735518,0.122933,0.836864
1.735638,0.123032,0.836973
1.735835,0.123194,0.837025
1.736056,0.123376,0.837037
1.736188,0.123485,0.837148
1.736324,0.123597,0.837249
1.736474,0.123721,0.837338
1.736591,0.123817,0.837455
1.736709,0.123914,0.837573
1.736888,0.124062,0.837625
1.737040,0.124187,0.837720
1.737138,0.124268,0.837854
1.737234,0.124347,0.837996
1.737287,0.124390,0.838172
1.737423,0.124502,0.838274
1.737578,0.124629,0.838360
1.737703,0.124733,0.838466
1.737973,0.124955,0.838449
1.738128,0.125083,0.838535
1.738223,0.125161,0.838677
1.738351,0.125266,0.838790
1.738443,0.125342,0.838919
1.738557,0.125436,0.839046
1.738772,0.125614,0.839082
1.739010,0.125809,0.839094
1.739149,0.125924,0.839187
1.739278,0.126031,0.839306
1.739399,0.126130,0.839415
1.739513,0.126224,0.839541
1.739675,0.126357,0.839632
1.739866,0.126515,0.839686
1.740026,0.126647,0.839770
1.740135,0.126736,0.839899
1.740227,0.126812,0.840050
1.740328,0.126895,0.840190
1.740498,0.127035,0.840269
1.740635,0.127148,0.840377
1.740744,0.127238,0.840506
1.740938,0.127398,0.840567
1.741162,0.127582,0.840592
1.741312,0.127706,0.840703
1.741356,0.127742,0.840890
1.741416,0.127791,0.841071
1.741615,0.127955,0.841130
1.741858,0.128155,0.841139
1.741979,0.128255,0.841270
1.742055,0.128318,0.841428
1.742208,0.128444,0.841529
1.742339,0.128552,0.841633
1.742465,0.128656,0.841762
1.742693,0.128843,0.841800
1.742932,0.129041,0.841819
1.743070,0.129154,0.841927
1.743159,0.129227,0.842087
1.743261,0.129311,0.842234
1.743353,0.129387,0.842385
1.743389,0.129416,0.842584
1.743444,0.129461,0.842766
1.743652,0.129632,0.842814
1.743850,0.129796,0.842873
1.744027,0.129942,0.842956
1.744212,0.130094,0.843028
1.744309,0.130174,0.843177
1.744410,0.130257,0.843317
1.744538,0.130362,0.843430
1.744730,0.130520,0.843507
1.744949,0.130701,0.843556
1.745119,0.130841,0.843635
1.745231,0.130934,0.843778
1.745332,0.131016,0.843918
1.745410,0.131081,0.844082
1.745494,0.131150,0.844245
1.745647,0.131276,0.844346
1.745814,0.131413,0.844434
1.745984,0.131553,0.844513
1.746147,0.131687,0.844610
1.746268,0.131787,0.844741
1.746367,0.131868,0.844897
1.746486,0.131966,0.845021
1.746641,0.132094,0.845129
1.746775,0.132205,0.845246
1.746920,0.132324,0.845359
1.747100,0.132472,0.845434
1.747245,0.132591,0.845546
1.747355,0.132683,0.845682
1.747458,0.132767,0.845829
1.747584,0.132870,0.845957
1.747771,0.133025,0.846036
1.747966,0.133186,0.846104
1.748092,0.133289,0.846232
1.748162,0.133347,0.846408
1.748244,0.133414,0.846564
1.748394,0.133538,0.846674
1.748530,0.133650,0.846798
1.748678,0.133772,0.846902
1.748814,0.133884,0.847026
1.748935,0.133983,0.847157
1.749029,0.134061,0.847315
1.749150,0.134160,0.847446
1.749317,0.134297,0.847556
1.749504,0.134452,0.847635
1.749669,0.134588,0.847738
1.749797,0.134693,0.847873
1.749894,0.134773,0.848022
1.749985,0.134847,0.848189
1.750089,0.134933,0.848342
1.750249,0.135064,0.848448
1.750422,0.135207,0.848540
1.750558,0.135320,0.848664
1.750739,0.135468,0.848761
1.750860,0.135568,0.848892
1.750916,0.135614,0.849081
1.751046,0.135721,0.849223
1.751204,0.135851,0.849322
1.751315,0.135942,0.849480
1.751461,0.136063,0.849599
1.751659,0.136225,0.849673
1.751817,0.136356,0.849773
1.751904,0.136427,0.849948
1.751981,0.136491,0.850129
1.752070,0.136564,0.850289
1.752165,0.136642,0.850453
1.752310,0.136761,0.850566
1.752487,0.136907,0.850672
1.752603,0.137003,0.850805
1.752733,0.137109,0.850946
1.752859,0.137213,0.851075
1.752946,0.137285,0.851251
1.753045,0.137366,0.851406
1.753173,0.137471,0.851541
1.753279,0.137558,0.851701
1.753386,0.137647,0.851846
1.753516,0.137753,0.851987
1.753626,0.137844,0.852123
1.753851,0.138029,0.852192
1.754063,0.138205,0.852259
1.754186,0.138306,0.852397
1.754302,0.138401,0.852552
1.754382,0.138467,0.852724
1.754439,0.138513,0.852913
1.754540,0.138596,0.853075
1.754639,0.138678,0.853231
1.754750,0.138769,0.853388
1.754896,0.138890,0.853508
1.755087,0.139047,0.853600
1.755220,0.139156,0.853733
1.755363,0.139274,0.853861
1.755519,0.139403,0.853976
