0,-0.7292,0.5,-1.5,0.5,-1.04,0,1.4,0
0.10918,-0.87847,0.6775,-1.4485,0.48445,-1.0414,0,1.4,0
0.14885,-0.83236,0.73565,-1.4547,0.45301,-1.0455,0,1.4,0
0.1813,-0.7533,0.77155,-1.4766,0.41756,-1.0503,0,1.4,0
0.20657,-0.6428,0.78306,-1.5143,0.37749,-1.056,0,1.4,0
0.22552,-0.50503,0.7688,-1.5667,0.33322,-1.0625,0,1.4,0
0.19966,-0.45372,0.74008,-1.571,0.33153,-1.0628,0,1.4,0
0.17442,-0.4022,0.71038,-1.577,0.32899,-1.0633,0,1.4,0
0.14981,-0.35094,0.67999,-1.5844,0.3258,-1.0638,0,1.4,0
0.12584,-0.3,0.64889,-1.5931,0.32204,-1.0645,0,1.4,0
0.085983,-0.25962,0.62977,-1.6385,0.28261,-1.0761,0,1.4,0
0.08602,-0.25963,0.62978,-1.6385,0.28259,-1.0761,0,1.4,0
0.086023,-0.25963,0.62978,-1.6385,0.28259,-1.0761,0,1.4,0
0.085561,-0.25701,0.62814,-1.6394,0.28212,-1.0762,0,1.4,0
0.083033,-0.24774,0.62251,-1.6456,0.27824,-1.0771,0,1.4,0
0.058362,-0.24758,0.62742,-1.6927,0.22889,-1.088,0,1.4,0
0.081235,-0.05348,0.4715,-1.7271,0.33338,-0.65169,0,1.4,0
0.079671,-0.042467,0.46403,-1.7322,0.33078,-0.65213,0,1.4,0
0.078088,-0.030652,0.45604,-1.7378,0.32797,-0.65262,0,1.4,0
0.07682,-0.020953,0.4495,-1.7423,0.32566,-0.65301,0,1.4,0
0.07527,-0.0092577,0.4416,-1.7478,0.3229,-0.65349,0,1.4,0
0.073458,0.0045674,0.43228,-1.7542,0.31964,-0.65405,0,1.4,0
0.071861,0.017072,0.42384,-1.76,0.31668,-0.65455,0,1.4,0
0.070139,0.030564,0.41472,-1.7663,0.31351,-0.6551,0,1.4,0
0.068789,0.041444,0.40734,-1.7714,0.31095,-0.65554,0,1.4,0
0.067366,0.052824,0.3996,-1.7767,0.30828,-0.656,0,1.4,0
0.065903,0.064656,0.39153,-1.7822,0.30551,-0.65647,0,1.4,0
0.06435,0.077312,0.38284,-1.7881,0.30255,-0.65698,0,1.4,0
0.062797,0.090156,0.37398,-1.7941,0.29955,-0.6575,0,1.4,0
0.061182,0.10363,0.36461,-1.8004,0.29641,-0.65804,0,1.4,0
0.059701,0.11621,0.3558,-1.8063,0.29348,-0.65855,0,1.4,0
0.058301,0.12824,0.34732,-1.8119,0.29069,-0.65904,0,1.4,0
0.056877,0.14053,0.33856,-1.8177,0.28783,-0.65954,0,1.4,0
0.055663,0.15123,0.33089,-1.8228,0.28535,-0.65997,0,1.4,0
0.054358,0.1627,0.32258,-1.8282,0.2827,-0.66044,0,1.4,0
0.053169,0.17334,0.31481,-1.8333,0.28024,-0.66087,0,1.4,0
0.051793,0.18562,0.30576,-1.8391,0.27741,-0.66137,0,1.4,0
0.050526,0.19718,0.29714,-1.8447,0.27475,-0.66184,0,1.4,0
0.049468,0.20698,0.28976,-1.8494,0.27249,-0.66224,0,1.4,0
0.048439,0.2165,0.28252,-1.854,0.2703,-0.66263,0,1.4,0
0.047241,0.22758,0.274,-1.8594,0.26776,-0.66309,0,1.4,0
0.046166,0.23774,0.26611,-1.8643,0.26543,-0.6635,0,1.4,0
0.045097,0.24789,0.25815,-1.8693,0.26311,-0.66392,0,1.4,0
0.044055,0.25786,0.25024,-1.8742,0.26083,-0.66434,0,1.4,0
0.041426,0.26847,0.24122,-1.8803,0.25375,-0.66524,0,1.4,0
0.039173,0.27872,0.23155,-1.881,0.247,-0.66555,0,1.4,0
0.038207,0.2881,0.22253,-1.8775,0.24458,-0.66515,0,1.4,0
0.037268,0.2977,0.21325,-1.874,0.24213,-0.66475,0,1.4,0
0.035712,0.30594,0.20522,-1.8733,0.23752,-0.66482,0,1.4,0
0.034998,0.31502,0.19655,-1.8717,0.23529,-0.66459,0,1.4,0
0.032808,0.32344,0.18805,-1.8709,0.22941,-0.66462,0,1.4,0
0.028509,0.32958,0.17965,-1.8639,0.21645,-0.66327,0,1.4,0
0.02262,0.33752,0.17075,-1.8701,0.19871,-0.66447,0,1.4,0
0.017183,0.34619,0.16047,-1.8696,0.18277,-0.66495,0,1.4,0
0.011972,0.35597,0.14921,-1.8698,0.16697,-0.6655,0,1.4,0
0.0077114,0.36508,0.13882,-1.8693,0.1541,-0.66584,0,1.4,0
0.0033741,0.37512,0.12772,-1.8717,0.14067,-0.66647,0,1.4,0
-0.00087963,0.38574,0.11299,-1.8472,0.12658,-0.66439,0,1.4,0
-0.0027806,0.39766,0.099946,-1.8399,0.12064,-0.66374,0,1.4,0
-0.0011556,0.41424,0.064617,-1.5963,0.12546,-0.76538,0,1.4,0
-0.0033865,0.42323,0.064628,-1.6972,0.1172,-0.7428,0,1.4,0
-0.0049066,0.43478,0.052006,-1.6923,0.11274,-0.7423,0,1.4,0
