0,-0.7292,0.5,-1.5,0.5,0
0.047322,-0.68048,0.56982,-1.5221,0.46912,-0.0055524
0.085708,-0.59908,0.61337,-1.5542,0.43589,-0.011767
0.1158,-0.48744,0.62939,-1.597,0.3993,-0.018805
0.13897,-0.35014,0.61738,-1.651,0.35916,-0.026659
0.15675,-0.19316,0.57758,-1.7152,0.31641,-0.035095
0.13321,-0.14786,0.548,-1.7147,0.31259,-0.035543
0.11029,-0.10226,0.51727,-1.716,0.30829,-0.036128
0.088057,-0.056607,0.48558,-1.7189,0.30357,-0.036834
0.066505,-0.010916,0.4529,-1.7234,0.29847,-0.037652
0.045614,0.034798,0.41921,-1.7292,0.293,-0.038573
0.045868,0.034673,0.41934,-1.7293,0.29297,-0.038583
0.045881,0.034673,0.41934,-1.7293,0.29296,-0.038584
0.04552,0.037123,0.41754,-1.7303,0.29246,-0.038687
0.044373,0.045499,0.41135,-1.7335,0.29072,-0.039048
0.12875,0.13654,0.30715,-1.5343,0.55216,0.019498
0.12799,0.14555,0.29993,-1.5345,0.5517,0.019258
0.12714,0.15674,0.29083,-1.5349,0.55112,0.018955
0.12498,0.16773,0.28244,-1.5382,0.54588,0.018336
0.12327,0.17636,0.27597,-1.5408,0.54184,0.017857
0.10564,0.17684,0.25213,-1.4148,0.48899,-0.12022
0.10444,0.19052,0.24101,-1.4152,0.48833,-0.12057
0.10231,0.20233,0.23222,-1.4184,0.48263,-0.12128
0.10008,0.21448,0.22339,-1.4216,0.47689,-0.12201
0.098305,0.22431,0.21621,-1.4241,0.47227,-0.12259
0.07903,0.23033,0.17954,-1.2192,0.43169,-0.3333
0.078408,0.24185,0.17055,-1.2195,0.43116,-0.33356
0.076405,0.25378,0.16197,-1.2222,0.42499,-0.33435
0.074448,0.26536,0.1538,-1.2248,0.41911,-0.3351
0.07241,0.27753,0.14514,-1.2276,0.41294,-0.33588
0.070522,0.28892,0.13696,-1.2301,0.40718,-0.33663
0.068733,0.29984,0.12907,-1.2325,0.40168,-0.33734
0.066914,0.31101,0.12092,-1.235,0.39606,-0.33807
0.065342,0.32077,0.11373,-1.2371,0.39115,-0.33871
0.063667,0.33124,0.10596,-1.2394,0.3859,-0.3394
0.040657,0.33573,0.076122,-0.9919,0.34555,-0.58578
0.040203,0.34786,0.066216,-0.99215,0.34504,-0.58603
0.023693,0.34992,0.06417,-0.89598,0.30047,-0.68367
0.023489,0.35973,0.055931,-0.89616,0.30008,-0.68385
0.023313,0.36967,0.047329,-0.89636,0.29967,-0.68404
0.0058969,0.36916,0.053815,-0.8032,0.2443,-0.77919
0.0054877,0.37919,0.045477,-0.80335,0.24395,-0.77934
0.0053903,0.3899,0.035995,-0.80353,0.24355,-0.77952
0.00013633,0.39222,0.0481,-0.87475,0.20529,-0.70414
-9.5283e-06,0.40384,0.037763,-0.87493,0.2049,-0.70432
-8.3355e-05,0.41518,0.027447,-0.87511,0.2045,-0.70449
-0.0013063,0.42423,0.020358,-0.87743,0.19978,-0.70627
0.0013062,0.42856,0.03374,-1.1063,0.17999,-0.46944
0.0011546,0.43705,0.026476,-1.1064,0.17973,-0.46956
0.0010791,0.44655,0.017457,-1.1066,0.17941,-0.46972
0.0010098,0.45588,0.008574,-1.1067,0.1791,-0.46986
0.00015367,0.4634,0.0019467,-1.1078,0.17567,-0.47038
-0.00097394,0.47322,-0.0067237,-1.1092,0.17121,-0.47106
-0.0021251,0.48329,-0.015735,-1.1106,0.16664,-0.47176
-0.0033754,0.49428,-0.025686,-1.1122,0.16163,-0.47253
-0.0044982,0.50421,-0.03479,-1.1136,0.15711,-0.47324
-0.0057219,0.51508,-0.044863,-1.1151,0.15215,-0.47401
-0.0069257,0.52583,-0.05495,-1.1166,0.14724,-0.47478
-0.0082164,0.53741,-0.065946,-1.1182,0.14195,-0.47562
-0.0093544,0.54768,-0.075823,-1.1196,0.13726,-0.47637
-0.010641,0.55932,-0.087149,-1.1212,0.13193,-0.47722
-0.011875,0.57055,-0.098213,-1.1227,0.12679,-0.47805
-0.013114,0.58186,-0.1095,-1.1242,0.1216,-0.4789
-0.0048959,0.59368,-0.11093,-1.4427,0.13893,-0.11509
-0.0060048,0.60505,-0.12305,-1.4444,0.13517,-0.11594
-0.0068288,0.61437,-0.13319,-1.4459,0.13205,-0.11664
-0.0048834,0.62696,-0.15007,-1.4042,0.13944,-0.14778
-0.0049351,0.63808,-0.16335,-1.3901,0.13921,-0.16138
-0.0038247,0.65021,-0.17832,-1.3833,0.14344,-0.15563
-0.0048546,0.66058,-0.19033,-1.3843,0.13917,-0.14707
-0.0043061,0.67391,-0.20665,-1.381,0.14156,-0.14332
-0.0039619,0.6841,-0.21953,-1.3691,0.14303,-0.15633
-0.0035137,0.6943,-0.23203,-1.3659,0.14517,-0.16409
-0.0044927,0.70406,-0.24326,-1.3703,0.14118,-0.16003
-0.0051018,0.71499,-0.25604,-1.3775,0.13879,-0.15549
-0.0032077,0.72541,-0.27016,-1.3518,0.14594,-0.18033
-0.0038544,0.7343,-0.28056,-1.3418,0.14412,-0.22285
-0.0053599,0.74133,-0.28841,-1.3363,0.1387,-0.25004
-0.0059261,0.7497,-0.29897,-1.3083,0.13769,-0.30862
-0.0055341,0.75959,-0.31115,-1.3025,0.13934,-0.33195
-0.0054977,0.7672,-0.31958,-1.323,0.13828,-0.31612
-0.0064578,0.77387,-0.32703,-1.3326,0.13406,-0.31174
-0.0080068,0.77931,-0.33269,-1.3551,0.1273,-0.2883
-0.0066868,0.78761,-0.34252,-1.369,0.13216,-0.29248
-0.0063421,0.79434,-0.34909,-1.4227,0.13248,-0.2332
-0.0080353,0.79963,-0.35491,-1.4411,0.12532,-0.22062
-0.0090992,0.80589,-0.36177,-1.4694,0.12147,-0.19485
-0.0072866,0.81368,-0.36953,-1.534,0.12788,-0.12652
-0.0086709,0.82043,-0.37908,-1.5013,0.12276,-0.18885
-0.010709,0.82544,-0.38507,-1.5182,0.11556,-0.18387
-0.010714,0.83316,-0.39574,-1.4867,0.11597,-0.24315
