2.213600,-0.066984,0.784193
2.213370,-0.067079,0.784013
2.213145,-0.067133,0.783831
2.208505,-0.092318,0.783184
2.208176,-0.093255,0.783029
2.207844,-0.094269,0.782881
2.207501,-0.095298,0.782726
2.206623,-0.100468,0.782656
2.206368,-0.100866,0.782494
2.205948,-0.102518,0.782355
2.205455,-0.104756,0.782230
2.205127,-0.105728,0.782080
2.204885,-0.106006,0.781913
2.204307,-0.108966,0.781810
2.203506,-0.112103,0.781542
2.203111,-0.113675,0.781414
2.201558,-0.119755,0.780896
2.201333,-0.120038,0.780743
2.200992,-0.121185,0.780606
2.200581,-0.122960,0.780489
2.200209,-0.124390,0.780362
2.199861,-0.125669,0.780236
2.199622,-0.126065,0.780086
2.199274,-0.127338,0.779959
2.198516,-0.130463,0.779726
2.198182,-0.131664,0.779601
2.197944,-0.132067,0.779453
2.197646,-0.132958,0.779318
2.197312,-0.134166,0.779194
2.197040,-0.134963,0.779068
2.196719,-0.136030,0.778937
2.196397,-0.137244,0.778823
2.196086,-0.138268,0.778695
2.195785,-0.139250,0.778569
2.195475,-0.140323,0.778448
2.195162,-0.141445,0.778329
2.194919,-0.141911,0.778186
2.194645,-0.142666,0.778054
2.194313,-0.143957,0.777942
2.194068,-0.144535,0.777811
2.193758,-0.145614,0.777691
2.193522,-0.146128,0.777559
2.193254,-0.146924,0.777437
2.192976,-0.147700,0.777304
2.192708,-0.148476,0.777179
2.192418,-0.149469,0.777064
2.192111,-0.150639,0.776957
2.191869,-0.151167,0.776823
2.191628,-0.151716,0.776692
2.191263,-0.153408,0.776604
2.191027,-0.153957,0.776477
2.190760,-0.154759,0.776357
2.190516,-0.155392,0.776234
2.190218,-0.156491,0.776125
2.189955,-0.157266,0.776005
2.189684,-0.158138,0.775890
2.189374,-0.159434,0.775798
2.189122,-0.160199,0.775685
2.188886,-0.160713,0.775553
2.188615,-0.161586,0.775439
2.188363,-0.162352,0.775326
2.188123,-0.162935,0.775200
2.187875,-0.163645,0.775084
2.187618,-0.164460,0.774974
2.187366,-0.165212,0.774860
2.187140,-0.165710,0.774734
2.186888,-0.166469,0.774621
2.186615,-0.167495,0.774524
2.186384,-0.168001,0.774396
2.186180,-0.168267,0.774259
2.185911,-0.169237,0.774159
2.185649,-0.170039,0.774043
2.185419,-0.170586,0.773920
2.185189,-0.171161,0.773802
2.184955,-0.171765,0.773684
2.184707,-0.172488,0.773569
