0,-0.7292,0.5,-1.5,0.5,0,0,1.4,0
0.045071,-0.69782,0.56113,-1.5018,0.47179,-0.0031033,0,1.4,0
0.084766,-0.64108,0.60425,-1.5158,0.44134,-0.0065694,0,1.4,0
0.119,-0.55935,0.62783,-1.5419,0.40829,-0.010474,0,1.4,0
0.14821,-0.45445,0.63066,-1.5797,0.37255,-0.014859,0,1.4,0
-0.060099,-0.36912,0.63511,-1.7919,-0.22158,-0.55526,0,1.4,0
-0.26542,-0.19762,0.42969,-1.9993,-0.71444,-0.59035,0,1.4,0
-0.27217,-0.15968,0.4116,-1.9927,-0.68975,-0.5932,0,1.4,0
-0.14342,-0.13169,0.32866,-2.5442,-0.52465,-0.15925,0,1.4,0
-0.066293,-0.10878,0.33663,-2.946,-0.38673,0.25961,0,1.4,0
-0.037164,-0.095929,0.39604,-3.3035,-0.21989,0.6843,0,1.4,0
-0.037164,-0.095929,0.39604,-3.3035,-0.21989,0.6843,0,1.4,0
-0.037164,-0.095929,0.39604,-3.3035,-0.21989,0.6843,0,1.4,0
-0.037203,-0.093419,0.39475,-3.3036,-0.21852,0.68414,0,1.4,0
-0.037336,-0.085003,0.39045,-3.3041,-0.21395,0.6836,0,1.4,0
-0.041903,-0.10156,0.46599,-3.4977,-0.066768,0.88582,0,1.4,0
-0.040116,-0.089662,0.45259,-3.4976,-0.07809,0.88762,0,1.4,0
-0.040656,-0.078696,0.44658,-3.4982,-0.073152,0.88703,0,1.4,0
-0.036554,-0.06134,0.42285,-3.4989,-0.1002,0.88988,0,1.4,0
-0.037049,-0.051774,0.41768,-3.4995,-0.095778,0.88935,0,1.4,0
-0.031917,-0.032877,0.3899,-3.5007,-0.13019,0.89113,0,1.4,0
-0.032654,-0.019408,0.38276,-3.5016,-0.12375,0.89037,0,1.4,0
-0.01863,0.0048976,0.34658,-3.6043,-0.17518,0.99708,0,1.4,0
-0.019566,0.017758,0.34012,-3.6053,-0.16897,0.99634,0,1.4,0
-0.020381,0.028182,0.33452,-3.6061,-0.1638,0.99572,0,1.4,0
-0.021225,0.039098,0.32865,-3.607,-0.15843,0.99508,0,1.4,0
0.022563,0.080516,0.2683,-3.8639,-0.27751,1.2661,0,1.4,0
0.020956,0.092168,0.26202,-3.8653,-0.27142,1.2653,0,1.4,0
0.019362,0.10403,0.25535,-3.8669,-0.26512,1.2646,0,1.4,0
0.017702,0.1165,0.24828,-3.8685,-0.25852,1.2637,0,1.4,0
0.016164,0.12817,0.2416,-3.8699,-0.25237,1.263,0,1.4,0
0.014706,0.13934,0.23515,-3.8713,-0.24649,1.2622,0,1.4,0
0.013224,0.15078,0.22848,-3.8727,-0.24049,1.2615,0,1.4,0
0.011944,0.16075,0.2226,-3.8739,-0.23527,1.2608,0,1.4,0
0.010579,0.17145,0.21623,-3.8752,-0.22968,1.2601,0,1.4,0
0.0093204,0.18139,0.21024,-3.8764,-0.22449,1.2595,0,1.4,0
0.0078759,0.19288,0.20326,-3.8778,-0.2185,1.2587,0,1.4,0
0.0065226,0.20371,0.19657,-3.8791,-0.21285,1.258,0,1.4,0
0.0053811,0.2129,0.19083,-3.8802,-0.20806,1.2574,0,1.4,0
0.0042765,0.22184,0.18519,-3.8812,-0.2034,1.2568,0,1.4,0
0.0029966,0.23225,0.17855,-3.8825,-0.19797,1.2561,0,1.4,0
0.0018269,0.24182,0.17236,-3.8836,-0.19298,1.2555,0,1.4,0
0.00066423,0.25137,0.16611,-3.8847,-0.18799,1.2548,0,1.4,0
-0.00047429,0.26077,0.15988,-3.8858,-0.18308,1.2542,0,1.4,0
-0.0017752,0.27155,0.15264,-3.887,-0.17745,1.2535,0,1.4,0
-0.0029992,0.28174,0.1457,-3.8882,-0.17211,1.2528,0,1.4,0
-0.0040331,0.29037,0.13973,-3.8891,-0.16758,1.2522,0,1.4,0
-0.0050834,0.29918,0.13358,-3.8901,-0.16296,1.2516,0,1.4,0
-0.0060416,0.30724,0.12788,-3.891,-0.15872,1.2511,0,1.4,0
-0.0070368,0.31564,0.12188,-3.892,-0.15431,1.2505,0,1.4,0
-0.0080323,0.32406,0.11579,-3.8929,-0.14987,1.2499,0,1.4,0
0.0090392,0.34331,0.087401,-4.009,-0.19732,1.4355,0,1.4,0
0.0075063,0.35266,0.08059,-4.0103,-0.19238,1.4349,0,1.4,0
0.0061646,0.36233,0.073224,-4.0116,-0.18709,1.4342,0,1.4,0
-0.00081038,0.3688,0.073251,-4.0056,-0.16135,1.4333,0,1.4,0
-0.002153,0.37836,0.065811,-4.0068,-0.15628,1.4326,0,1.4,0
-0.0035385,0.38884,0.057487,-4.0081,-0.15067,1.4318,0,1.4,0
-0.0082875,0.39641,0.055573,-4.0258,-0.1295,1.4623,0,1.4,0
-0.0099921,0.40756,0.04664,-4.0271,-0.12388,1.4615,0,1.4,0
-0.01126,0.41749,0.03836,-4.0283,-0.11871,1.4608,0,1.4,0
-0.013092,0.42782,0.032041,-4.0718,-0.10754,1.5127,0,1.4,0
-0.015581,0.43883,0.020776,-4.0138,-0.10188,1.4509,0,1.4,0
-0.01657,0.45062,0.0083422,-3.982,-0.10122,1.4098,0,1.4,0
-0.016597,0.4617,-0.0032085,-3.9629,-0.10233,1.3767,0,1.4,0
-0.016583,0.47344,-0.015368,-3.9658,-0.10197,1.3836,0,1.4,0
-0.016503,0.48303,-0.025446,-3.9608,-0.10184,1.3766,0,1.4,0
-0.016328,0.49377,-0.03697,-3.9688,-0.102,1.3939,0,1.4,0
-0.016214,0.50442,-0.048279,-3.9619,-0.10288,1.3774,0,1.4,0
-0.016132,0.51534,-0.059945,-3.9557,-0.10338,1.3634,0,1.4,0
-0.016367,0.52564,-0.070733,-3.9268,-0.10422,1.3036,0,1.4,0
-0.016797,0.5376,-0.083184,-3.8967,-0.10439,1.2404,0,1.4,0
-0.015876,0.54685,-0.092251,-3.9279,-0.10586,1.2587,0,1.4,0
