0,-0.7292,0.5,-1.5,0.5,0
0.055689,-0.71023,0.58244,-1.5083,0.47018,-0.0043621
0.10266,-0.65967,0.64252,-1.5287,0.43747,-0.0093963
0.14101,-0.57755,0.6782,-1.562,0.40102,-0.015256
0.17153,-0.46608,0.68786,-1.6085,0.3604,-0.022011
-0.052751,-0.3762,0.67357,-1.4806,-0.21981,0.11397
-0.25557,-0.19631,0.42611,-2.0212,-0.71892,0.44584
-0.26154,-0.1583,0.40804,-2.0149,-0.69465,0.44282
-0.17706,-0.095248,0.27613,-2.4717,-0.64603,0.78631
-0.10194,-0.066675,0.2559,-2.7858,-0.53557,1.1382
-0.05138,-0.09051,0.38241,-3.038,-0.25075,1.4388
-0.05138,-0.09051,0.38241,-3.038,-0.25075,1.4388
-0.05138,-0.09051,0.38241,-3.038,-0.25075,1.4388
-0.051258,-0.087991,0.38111,-3.0381,-0.24939,1.4387
-0.050852,-0.079552,0.37676,-3.0384,-0.24487,1.438
-0.035299,-0.099554,0.47027,-3.325,-0.059239,1.7391
-0.035715,-0.090231,0.46525,-3.3255,-0.055214,1.7386
-0.035937,-0.079151,0.45919,-3.3261,-0.050397,1.7379
-0.036176,-0.067256,0.45268,-3.3268,-0.045275,1.7372
-0.036371,-0.057485,0.44732,-3.3274,-0.041103,1.7367
-0.0349,-0.032534,0.39358,-3.23,-0.12303,1.6416
-0.03494,-0.018928,0.38647,-3.2307,-0.11666,1.6407
-0.034982,-0.0066151,0.37997,-3.2314,-0.11094,1.64
-0.035027,0.0066929,0.37295,-3.2321,-0.10481,1.6391
-0.035066,0.017442,0.36724,-3.2327,-0.099894,1.6385
-0.02605,0.047167,0.30666,-3.3079,-0.19012,1.7199
-0.026286,0.058458,0.30089,-3.3086,-0.18436,1.7191
-0.026541,0.070553,0.29464,-3.3094,-0.17819,1.7183
-0.026796,0.082853,0.28823,-3.3101,-0.17195,1.7175
-0.027061,0.095781,0.28144,-3.3109,-0.16542,1.7166
-0.027307,0.10787,0.27501,-3.3117,-0.15933,1.7158
-0.027539,0.11945,0.26881,-3.3124,-0.15353,1.715
-0.027775,0.1313,0.26239,-3.3131,-0.1476,1.7142
-0.0023193,0.16766,0.19474,-3.5184,-0.25082,1.9426
-0.0030518,0.17824,0.18905,-3.5193,-0.24486,1.9418
-0.0037297,0.18806,0.18367,-3.5202,-0.2393,1.941
-0.0045082,0.19942,0.17739,-3.5212,-0.23289,1.9402
-0.0052391,0.21013,0.17138,-3.5222,-0.22684,1.9394
-0.0058567,0.21922,0.1662,-3.523,-0.2217,1.9387
-0.0064549,0.22807,0.16112,-3.5238,-0.2167,1.938
-0.0071487,0.23837,0.15513,-3.5248,-0.21088,1.9372
-0.0077843,0.24784,0.14954,-3.5256,-0.20552,1.9365
-0.0084168,0.2573,0.14389,-3.5265,-0.20016,1.9358
-0.009037,0.26661,0.13825,-3.5273,-0.19488,1.9351
-0.009747,0.27728,0.1317,-3.5283,-0.18881,1.9343
-0.010417,0.28737,0.12541,-3.5292,-0.18307,1.9335
-0.010984,0.29593,0.11999,-3.5299,-0.17818,1.9329
-0.011561,0.30466,0.11441,-3.5307,-0.1732,1.9322
-0.012088,0.31264,0.10923,-3.5314,-0.16863,1.9316
-0.012637,0.32096,0.10377,-3.5322,-0.16386,1.931
-0.013187,0.32931,0.098231,-3.5329,-0.15906,1.9303
-0.013662,0.33654,0.093381,-3.5336,-0.1549,1.9298
-0.014284,0.34604,0.086943,-3.5344,-0.14943,1.929
-0.014922,0.3558,0.080245,-3.5353,-0.1438,1.9283
-0.015616,0.36643,0.07284,-3.5363,-0.13766,1.9274
-0.016242,0.37603,0.066058,-3.5371,-0.1321,1.9267
-0.016925,0.38653,0.058546,-3.5381,-0.126,1.9259
-0.0176,0.3969,0.051018,-3.539,-0.11997,1.9251
-0.013159,0.40497,0.059805,-3.8872,-0.086457,2.3246
-0.014283,0.41491,0.052139,-3.8882,-0.08142,2.3238
-0.018389,0.42679,0.037523,-3.7134,-0.077903,2.1527
-0.019223,0.43894,0.023729,-3.6518,-0.081225,2.0822
-0.019102,0.45098,0.011322,-3.6567,-0.08191,2.0868
-0.019011,0.46206,-0.00012817,-3.6547,-0.081672,2.0876
-0.018801,0.4739,-0.012518,-3.6617,-0.080994,2.104
-0.018799,0.48343,-0.022396,-3.6552,-0.081328,2.0925
-0.018679,0.49418,-0.034057,-3.656,-0.081999,2.0952
-0.018501,0.50492,-0.045661,-3.6646,-0.081402,2.1132
-0.018466,0.51583,-0.057393,-3.6582,-0.081761,2.1023
-0.018208,0.52643,-0.068837,-3.6541,-0.083492,2.085
-0.01844,0.53861,-0.081896,-3.6144,-0.087803,2.0002
-0.018464,0.54781,-0.091814,-3.5982,-0.090585,1.9559
-0.018269,0.55686,-0.10083,-3.599,-0.09046,1.9364
-0.018284,0.56647,-0.11037,-3.613,-0.089252,1.9402
